crime_type,state,year,subject_count,victim_count,loss_amount
Extortion,Oregon,2020,119,"1,440",201773
Gambling,Oregon,2020,2,4,100
Government Impersonation,Oregon,2020,17,168,233197
Hacktivist,Oregon,2020,0,0,0
Harassment/Threats of Violence,Oregon,2020,78,227,4738
Health Care Related,Oregon,2020,13,9,2038
IPR/Copyright and Counterfeit,Oregon,2020,19,43,34873
Social Media,Oregon,2020,106,424,2475752
Identity Theft,Oregon,2020,67,316,6652823
Investment,Oregon,2020,19,51,1817988
Lottery/Sweepstakes/Inheritance,Oregon,2020,16,106,412171
Malware/Scareware/Virus,Oregon,2020,4,19,21960
Misrepresentation,Oregon,2020,0,0,0
No Lead Value,Oregon,2020,64,225,0
Non-payment/Non-Delivery,Oregon,2020,486,"1,242",3241371
Other,Oregon,2020,48,90,47998
Overpayment,Oregon,2020,36,195,1567072
Personal Data Breach,Oregon,2020,167,558,6504675
Phishing/Vishing/Smishing/Pharming,Oregon,2020,56,395,239694
Ransomware,Oregon,2020,1,30,5000
Re-shipping,Oregon,2020,4,5,0
Real Estate/Rental,Oregon,2020,52,227,4395034
Spoofing,Oregon,2020,64,335,1228193
Tech Support,Oregon,2020,32,266,1603391
Terrorism,Oregon,2020,0,0,0
Virtual Currency,Oregon,2020,41,550,6332054
Advanced Fee,Pennsylvania,2020,98,376,1538525
BEC/EAC,Pennsylvania,2020,92,671,54695862
Charity,Pennsylvania,2020,0,0,0
Civil Matter,Pennsylvania,2020,16,19,398860
Confidence Fraud/Romance,Pennsylvania,2020,244,736,12235982
Corporate Data Breach,Pennsylvania,2020,17,106,2619909
Credit Card Fraud,Pennsylvania,2020,157,503,3220892
Crimes Against Children,Pennsylvania,2020,7,78,500
Criminal Forums,Pennsylvania,2020,0,0,0
Denial of Service/TDos,Pennsylvania,2020,19,75,50200
Employment,Pennsylvania,2020,205,486,3146212
Extortion,Pennsylvania,2020,223,"2,899",976579
Gambling,Pennsylvania,2020,3,21,3100
Government Impersonation,Pennsylvania,2020,65,404,3888272
Hacktivist,Pennsylvania,2020,0,0,0
Harassment/Threats of Violence,Pennsylvania,2020,279,568,36694
Health Care Related,Pennsylvania,2020,8,213,312664
IPR/Copyright and Counterfeit,Pennsylvania,2020,32,96,22943
Social Media,Pennsylvania,2020,290,"1,283",1323773
Identity Theft,Pennsylvania,2020,156,686,4503612
Investment,Pennsylvania,2020,76,161,2600735
Lottery/Sweepstakes/Inheritance,Pennsylvania,2020,45,230,1931277
Malware/Scareware/Virus,Pennsylvania,2020,10,45,123942
Misrepresentation,Pennsylvania,2020,0,0,0
No Lead Value,Pennsylvania,2020,345,"1,984",0
Non-payment/Non-Delivery,Pennsylvania,2020,"1,199","4,104",6180208
Other,Pennsylvania,2020,50,346,249703
Overpayment,Pennsylvania,2020,147,350,1368932
Personal Data Breach,Pennsylvania,2020,468,"1,401",4070201
Phishing/Vishing/Smishing/Pharming,Pennsylvania,2020,100,"1,097",1052205
Ransomware,Pennsylvania,2020,5,116,5253870
Re-shipping,Pennsylvania,2020,8,25,34721
Real Estate/Rental,Pennsylvania,2020,110,403,8426937
Spoofing,Pennsylvania,2020,176,"1,099",4261804
Tech Support,Pennsylvania,2020,113,498,4611543
Terrorism,Pennsylvania,2020,0,0,0
Virtual Currency,Pennsylvania,2020,97,"1,152",3047645
Advanced Fee,Puerto Rico,2020,6,59,89261
BEC/EAC,Puerto Rico,2020,1,42,6977408
Charity,Puerto Rico,2020,0,0,0
Civil Matter,Puerto Rico,2020,2,2,30000
Confidence Fraud/Romance,Puerto Rico,2020,6,74,2270610
Corporate Data Breach,Puerto Rico,2020,1,9,281240
Credit Card Fraud,Puerto Rico,2020,6,28,129438
Crimes Against Children,Puerto Rico,2020,2,15,0
Criminal Forums,Puerto Rico,2020,0,0,0
Denial of Service/TDos,Puerto Rico,2020,2,0,0
Employment,Puerto Rico,2020,10,29,36405
Extortion,Puerto Rico,2020,17,254,526718
Gambling,Puerto Rico,2020,0,1,500
Government Impersonation,Puerto Rico,2020,5,68,285959
Hacktivist,Puerto Rico,2020,0,0,0
Harassment/Threats of Violence,Puerto Rico,2020,45,85,4863
Health Care Related,Puerto Rico,2020,1,8,906525
IPR/Copyright and Counterfeit,Puerto Rico,2020,4,11,3404
Social Media,Puerto Rico,2020,32,152,476728
Identity Theft,Puerto Rico,2020,12,65,142122
Investment,Puerto Rico,2020,3,22,388279
Lottery/Sweepstakes/Inheritance,Puerto Rico,2020,0,6,3337
Malware/Scareware/Virus,Puerto Rico,2020,2,4,0
Misrepresentation,Puerto Rico,2020,0,0,0
No Lead Value,Puerto Rico,2020,66,409,0
Non-payment/Non-Delivery,Puerto Rico,2020,42,344,1840033
Other,Puerto Rico,2020,8,74,152179
Overpayment,Puerto Rico,2020,2,19,31278
Personal Data Breach,Puerto Rico,2020,94,135,775000
Phishing/Vishing/Smishing/Pharming,Puerto Rico,2020,8,72,69354
Ransomware,Puerto Rico,2020,0,17,300
Re-shipping,Puerto Rico,2020,0,0,0
Real Estate/Rental,Puerto Rico,2020,2,25,234613
Spoofing,Puerto Rico,2020,21,67,374443
Tech Support,Puerto Rico,2020,0,19,14913
Terrorism,Puerto Rico,2020,0,0,0
Virtual Currency,Puerto Rico,2020,6,107,892088
Advanced Fee,Rhode Island,2020,6,41,417509
BEC/EAC,Rhode Island,2020,8,85,2506218
Charity,Rhode Island,2020,0,0,0
Civil Matter,Rhode Island,2020,0,0,0
Confidence Fraud/Romance,Rhode Island,2020,25,80,1381336
Corporate Data Breach,Rhode Island,2020,3,9,107514
Credit Card Fraud,Rhode Island,2020,11,18,70140
Crimes Against Children,Rhode Island,2020,1,8,0
Criminal Forums,Rhode Island,2020,0,0,0
Denial of Service/TDos,Rhode Island,2020,0,8,0
Employment,Rhode Island,2020,9,29,87328
Extortion,Rhode Island,2020,14,230,26745
Gambling,Rhode Island,2020,0,0,0
Government Impersonation,Rhode Island,2020,3,53,412878
Hacktivist,Rhode Island,2020,0,0,0
Harassment/Threats of Violence,Rhode Island,2020,32,51,0
Health Care Related,Rhode Island,2020,0,4,834728
IPR/Copyright and Counterfeit,Rhode Island,2020,3,7,2310
Social Media,Rhode Island,2020,25,107,110937
Identity Theft,Rhode Island,2020,36,208,315551
Investment,Rhode Island,2020,3,13,329551
Lottery/Sweepstakes/Inheritance,Rhode Island,2020,3,14,26002
Malware/Scareware/Virus,Rhode Island,2020,1,4,0
Misrepresentation,Rhode Island,2020,0,0,0
No Lead Value,Rhode Island,2020,6,85,0
Non-payment/Non-Delivery,Rhode Island,2020,96,356,1232834
Other,Rhode Island,2020,2,14,1350
Overpayment,Rhode Island,2020,8,24,10759
Personal Data Breach,Rhode Island,2020,37,110,646475
Phishing/Vishing/Smishing/Pharming,Rhode Island,2020,16,84,202220
Ransomware,Rhode Island,2020,0,6,0
Re-shipping,Rhode Island,2020,1,2,0
Real Estate/Rental,Rhode Island,2020,18,67,668567
Spoofing,Rhode Island,2020,18,107,265429
Tech Support,Rhode Island,2020,4,59,852921
Terrorism,Rhode Island,2020,0,0,0
Virtual Currency,Rhode Island,2020,5,96,535161
Advanced Fee,South Carolina,2020,57,163,606410
BEC/EAC,South Carolina,2020,41,219,8367818
Charity,South Carolina,2020,0,0,0
Civil Matter,South Carolina,2020,2,4,15585
Confidence Fraud/Romance,South Carolina,2020,82,250,4439116
Corporate Data Breach,South Carolina,2020,4,23,111152
Credit Card Fraud,South Carolina,2020,77,160,608310
Crimes Against Children,South Carolina,2020,5,34,0
Criminal Forums,South Carolina,2020,0,0,0
Denial of Service/TDos,South Carolina,2020,6,15,0
Employment,South Carolina,2020,45,185,224891
Extortion,South Carolina,2020,63,745,295582
Gambling,South Carolina,2020,2,7,32
Government Impersonation,South Carolina,2020,22,177,1140542
Hacktivist,South Carolina,2020,0,0,0
Harassment/Threats of Violence,South Carolina,2020,79,183,107457
Health Care Related,South Carolina,2020,1,3,311
IPR/Copyright and Counterfeit,South Carolina,2020,6,32,22713
Social Media,South Carolina,2020,139,534,703360
Identity Theft,South Carolina,2020,73,267,1451780
Investment,South Carolina,2020,5,50,961797
Lottery/Sweepstakes/Inheritance,South Carolina,2020,21,80,402288
Malware/Scareware/Virus,South Carolina,2020,4,19,82040
Misrepresentation,South Carolina,2020,0,0,0
No Lead Value,South Carolina,2020,46,225,0
Non-payment/Non-Delivery,South Carolina,2020,431,"1,551",3062167
Other,South Carolina,2020,18,75,22135
Overpayment,South Carolina,2020,48,133,248771
Personal Data Breach,South Carolina,2020,160,531,820736
Phishing/Vishing/Smishing/Pharming,South Carolina,2020,43,305,377024
Ransomware,South Carolina,2020,1,27,340000
Re-shipping,South Carolina,2020,0,10,4507
Real Estate/Rental,South Carolina,2020,57,169,3502952
Spoofing,South Carolina,2020,76,377,1541937
Tech Support,South Carolina,2020,38,236,1385848
Terrorism,South Carolina,2020,0,0,0
Virtual Currency,South Carolina,2020,31,330,925802
Advanced Fee,South Dakota,2020,3,23,24338
BEC/EAC,South Dakota,2020,5,20,541372
Charity,South Dakota,2020,0,0,0
Civil Matter,South Dakota,2020,0,1,29490
Confidence Fraud/Romance,South Dakota,2020,7,32,585685
Corporate Data Breach,South Dakota,2020,2,4,94032
Credit Card Fraud,South Dakota,2020,10,34,298398
Crimes Against Children,South Dakota,2020,0,6,0
Criminal Forums,South Dakota,2020,0,0,0
Denial of Service/TDos,South Dakota,2020,3,5,0
Employment,South Dakota,2020,8,11,67062
Extortion,South Dakota,2020,14,100,120380
Gambling,South Dakota,2020,0,2,325
Government Impersonation,South Dakota,2020,4,32,749263
Hacktivist,South Dakota,2020,0,0,0
Harassment/Threats of Violence,South Dakota,2020,8,28,1500
Health Care Related,South Dakota,2020,1,2,1118
IPR/Copyright and Counterfeit,South Dakota,2020,1,4,111159
Social Media,South Dakota,2020,15,59,310296
Identity Theft,South Dakota,2020,12,28,144449
Investment,South Dakota,2020,6,9,110091
Lottery/Sweepstakes/Inheritance,South Dakota,2020,1,17,150696
Malware/Scareware/Virus,South Dakota,2020,0,1,0
Misrepresentation,South Dakota,2020,0,0,0
No Lead Value,South Dakota,2020,2,80,0
Non-payment/Non-Delivery,South Dakota,2020,71,183,322646
Other,South Dakota,2020,1,14,0
Overpayment,South Dakota,2020,16,20,132260
Personal Data Breach,South Dakota,2020,26,61,18259
Phishing/Vishing/Smishing/Pharming,South Dakota,2020,5,35,9656
Ransomware,South Dakota,2020,1,6,75900
Re-shipping,South Dakota,2020,2,1,0
Real Estate/Rental,South Dakota,2020,12,10,6550
Spoofing,South Dakota,2020,9,41,230395
Tech Support,South Dakota,2020,10,32,146377
Terrorism,South Dakota,2020,0,0,0
Virtual Currency,South Dakota,2020,8,45,189680
Advanced Fee,Tennessee,2020,57,219,563344
BEC/EAC,Tennessee,2020,41,249,20831147
Charity,Tennessee,2020,0,0,0
Civil Matter,Tennessee,2020,11,15,87539
Confidence Fraud/Romance,Tennessee,2020,119,334,4526218
Corporate Data Breach,Tennessee,2020,5,29,1227717
Credit Card Fraud,Tennessee,2020,105,312,782567
Crimes Against Children,Tennessee,2020,12,60,0
Criminal Forums,Tennessee,2020,0,0,0
Denial of Service/TDos,Tennessee,2020,10,37,0
Employment,Tennessee,2020,89,298,549931
Extortion,Tennessee,2020,103,"1,185",287277
Gambling,Tennessee,2020,0,1,0
Government Impersonation,Tennessee,2020,34,218,301501
Hacktivist,Tennessee,2020,0,0,0
Harassment/Threats of Violence,Tennessee,2020,109,267,38329
Health Care Related,Tennessee,2020,6,15,3645
IPR/Copyright and Counterfeit,Tennessee,2020,18,75,735013
Social Media,Tennessee,2020,172,629,1034203
Identity Theft,Tennessee,2020,120,419,1024515
Investment,Tennessee,2020,14,71,4465348
Lottery/Sweepstakes/Inheritance,Tennessee,2020,19,130,798607
Malware/Scareware/Virus,Tennessee,2020,3,18,7696
Misrepresentation,Tennessee,2020,0,0,0
No Lead Value,Tennessee,2020,693,843,0
Non-payment/Non-Delivery,Tennessee,2020,543,"1,922",2347435
Other,Tennessee,2020,38,110,431446
Overpayment,Tennessee,2020,59,162,319136
Personal Data Breach,Tennessee,2020,215,714,569494
Phishing/Vishing/Smishing/Pharming,Tennessee,2020,42,379,2921163
Ransomware,Tennessee,2020,0,34,24860
Re-shipping,Tennessee,2020,5,17,0
Real Estate/Rental,Tennessee,2020,67,229,2382094
Spoofing,Tennessee,2020,72,366,3299698
Tech Support,Tennessee,2020,47,281,1500271
Terrorism,Tennessee,2020,0,0,0
Virtual Currency,Tennessee,2020,43,417,1320473
Advanced Fee,Texas,2020,426,940,5393959
BEC/EAC,Texas,2020,331,"1,662",136223701
Charity,Texas,2020,0,0,0
Civil Matter,Texas,2020,44,65,301966
Confidence Fraud/Romance,Texas,2020,"1,003","1,602",42181951
Corporate Data Breach,Texas,2020,71,559,6785734
Credit Card Fraud,Texas,2020,497,"1,198",37085127
Crimes Against Children,Texas,2020,54,245,48808
Criminal Forums,Texas,2020,0,0,0
Denial of Service/TDos,Texas,2020,46,151,1697
Employment,Texas,2020,646,"1,720",4509243
Extortion,Texas,2020,636,"4,891",6314431
Gambling,Texas,2020,9,23,1349494
Government Impersonation,Texas,2020,463,"1,170",6080505
Hacktivist,Texas,2020,0,0,0
Harassment/Threats of Violence,Texas,2020,629,"1,311",531483
Health Care Related,Texas,2020,17,68,1665912
IPR/Copyright and Counterfeit,Texas,2020,83,225,752120
Social Media,Texas,2020,833,"2,556",6870919
Identity Theft,Texas,2020,579,"1,773",16647823
Investment,Texas,2020,288,489,27612852
Lottery/Sweepstakes/Inheritance,Texas,2020,154,536,4510082
Malware/Scareware/Virus,Texas,2020,19,92,286608
Misrepresentation,Texas,2020,0,0,0
No Lead Value,Texas,2020,"1,557","3,859",0
Non-payment/Non-Delivery,Texas,2020,"3,352","7,893",15309037
Other,Texas,2020,196,524,2927425
Overpayment,Texas,2020,486,890,3500380
Personal Data Breach,Texas,2020,"1,126","3,394",37720530
Phishing/Vishing/Smishing/Pharming,Texas,2020,378,"1,802",2347331
Ransomware,Texas,2020,15,219,547154
Re-shipping,Texas,2020,17,101,222100
Real Estate/Rental,Texas,2020,430,975,23085237
Spoofing,Texas,2020,503,"1,921",24790138
Tech Support,Texas,2020,245,"1,081",12194868
Terrorism,Texas,2020,0,0,0
Virtual Currency,Texas,2020,298,"2,186",15173367
Advanced Fee,United States Minor Outlying Islands,2020,1,2,4600
BEC/EAC,United States Minor Outlying Islands,2020,0,1,800
Charity,United States Minor Outlying Islands,2020,0,0,0
Civil Matter,United States Minor Outlying Islands,2020,0,0,0
Confidence Fraud/Romance,United States Minor Outlying Islands,2020,2,3,35100
Corporate Data Breach,United States Minor Outlying Islands,2020,0,0,0
Credit Card Fraud,United States Minor Outlying Islands,2020,2,5,5594
Crimes Against Children,United States Minor Outlying Islands,2020,0,2,0
Criminal Forums,United States Minor Outlying Islands,2020,0,0,0
Denial of Service/TDos,United States Minor Outlying Islands,2020,0,1,0
Employment,United States Minor Outlying Islands,2020,0,5,4401
Extortion,United States Minor Outlying Islands,2020,1,7,6800
Gambling,United States Minor Outlying Islands,2020,0,0,0
Government Impersonation,United States Minor Outlying Islands,2020,0,4,6500
Hacktivist,United States Minor Outlying Islands,2020,0,0,0
Harassment/Threats of Violence,United States Minor Outlying Islands,2020,2,6,0
Health Care Related,United States Minor Outlying Islands,2020,0,2,0
IPR/Copyright and Counterfeit,United States Minor Outlying Islands,2020,0,1,750
Social Media,United States Minor Outlying Islands,2020,1,9,9633
Identity Theft,United States Minor Outlying Islands,2020,1,6,220
Investment,United States Minor Outlying Islands,2020,3,0,0
Lottery/Sweepstakes/Inheritance,United States Minor Outlying Islands,2020,1,0,0
Malware/Scareware/Virus,United States Minor Outlying Islands,2020,0,0,0
Misrepresentation,United States Minor Outlying Islands,2020,0,0,0
No Lead Value,United States Minor Outlying Islands,2020,5,16,0
Non-payment/Non-Delivery,United States Minor Outlying Islands,2020,6,19,61155
Other,United States Minor Outlying Islands,2020,0,4,125
Overpayment,United States Minor Outlying Islands,2020,1,3,9335
Personal Data Breach,United States Minor Outlying Islands,2020,3,6,995
Phishing/Vishing/Smishing/Pharming,United States Minor Outlying Islands,2020,1,9,63960
Ransomware,United States Minor Outlying Islands,2020,0,0,0
Re-shipping,United States Minor Outlying Islands,2020,0,1,0
Real Estate/Rental,United States Minor Outlying Islands,2020,1,0,0
Spoofing,United States Minor Outlying Islands,2020,1,4,0
Tech Support,United States Minor Outlying Islands,2020,1,6,17100
Terrorism,United States Minor Outlying Islands,2020,0,0,0
Virtual Currency,United States Minor Outlying Islands,2020,3,3,0
Advanced Fee,Utah,2020,19,168,1338997
BEC/EAC,Utah,2020,38,175,13186099
Charity,Utah,2020,0,0,0
Civil Matter,Utah,2020,6,7,302996
Confidence Fraud/Romance,Utah,2020,64,296,6036574
Corporate Data Breach,Utah,2020,4,14,1772517
Credit Card Fraud,Utah,2020,66,236,1505681
Crimes Against Children,Utah,2020,6,30,0
Criminal Forums,Utah,2020,0,0,0
Denial of Service/TDos,Utah,2020,8,11,135
Employment,Utah,2020,39,233,706078
Extortion,Utah,2020,86,959,413176
Gambling,Utah,2020,0,2,3500
Government Impersonation,Utah,2020,12,120,910147
Hacktivist,Utah,2020,0,0,0
Harassment/Threats of Violence,Utah,2020,56,136,47055
Health Care Related,Utah,2020,0,5,17260
IPR/Copyright and Counterfeit,Utah,2020,6,38,7789
Social Media,Utah,2020,143,400,1362915
Identity Theft,Utah,2020,56,240,1195919
Investment,Utah,2020,29,47,1758391
Lottery/Sweepstakes/Inheritance,Utah,2020,19,77,387576
Malware/Scareware/Virus,Utah,2020,5,12,3229
Misrepresentation,Utah,2020,0,0,0
No Lead Value,Utah,2020,38,206,0
Non-payment/Non-Delivery,Utah,2020,456,835,3099967
Other,Utah,2020,34,66,15830458
Overpayment,Utah,2020,37,287,1068932
Personal Data Breach,Utah,2020,122,422,2018413
Phishing/Vishing/Smishing/Pharming,Utah,2020,44,309,322830
Ransomware,Utah,2020,3,21,1185619
Re-shipping,Utah,2020,1,8,0
Real Estate/Rental,Utah,2020,31,88,1960429
Spoofing,Utah,2020,56,224,569508
Tech Support,Utah,2020,36,133,782354
Terrorism,Utah,2020,0,0,0
Virtual Currency,Utah,2020,30,405,991146
Advanced Fee,Vermont,2020,1,15,100603
BEC/EAC,Vermont,2020,4,33,1521042
Charity,Vermont,2020,0,0,0
Civil Matter,Vermont,2020,0,1,3799
Confidence Fraud/Romance,Vermont,2020,13,46,671040
Corporate Data Breach,Vermont,2020,0,5,0
Credit Card Fraud,Vermont,2020,3,23,240877
Crimes Against Children,Vermont,2020,1,7,0
Criminal Forums,Vermont,2020,0,0,0
Denial of Service/TDos,Vermont,2020,0,2,0
Employment,Vermont,2020,9,15,21326
Extortion,Vermont,2020,10,158,6593
Gambling,Vermont,2020,0,0,0
Government Impersonation,Vermont,2020,3,23,22790
Hacktivist,Vermont,2020,0,0,0
Harassment/Threats of Violence,Vermont,2020,7,32,103371
Health Care Related,Vermont,2020,0,0,0
IPR/Copyright and Counterfeit,Vermont,2020,2,8,266
Social Media,Vermont,2020,15,59,28095
Identity Theft,Vermont,2020,5,31,196865
Investment,Vermont,2020,2,3,100218
Lottery/Sweepstakes/Inheritance,Vermont,2020,0,10,190700
Malware/Scareware/Virus,Vermont,2020,1,3,0
Misrepresentation,Vermont,2020,0,0,0
No Lead Value,Vermont,2020,9,45,0
Non-payment/Non-Delivery,Vermont,2020,55,201,324466
Other,Vermont,2020,2,14,0
Overpayment,Vermont,2020,6,16,734122
Personal Data Breach,Vermont,2020,16,51,96521
Phishing/Vishing/Smishing/Pharming,Vermont,2020,9,38,39520
Ransomware,Vermont,2020,0,3,0
Re-shipping,Vermont,2020,0,1,0
Real Estate/Rental,Vermont,2020,10,42,366243
Spoofing,Vermont,2020,7,49,116630
Tech Support,Vermont,2020,5,27,179250
Terrorism,Vermont,2020,0,0,0
Virtual Currency,Vermont,2020,6,65,3718
Advanced Fee,Virgin Islands,2020,1,3,400
BEC/EAC,Virgin Islands,2020,0,4,0
Charity,Virgin Islands,2020,0,0,0
Civil Matter,Virgin Islands,2020,0,0,0
Confidence Fraud/Romance,Virgin Islands,2020,0,4,41100
Corporate Data Breach,Virgin Islands,2020,0,0,0
Credit Card Fraud,Virgin Islands,2020,3,2,24807
Crimes Against Children,Virgin Islands,2020,0,0,0
Criminal Forums,Virgin Islands,2020,0,0,0
Denial of Service/TDos,Virgin Islands,2020,0,0,0
Employment,Virgin Islands,2020,1,5,11543
Extortion,Virgin Islands,2020,0,9,91000
Gambling,Virgin Islands,2020,0,0,0
Government Impersonation,Virgin Islands,2020,2,4,91400
Hacktivist,Virgin Islands,2020,0,0,0
Harassment/Threats of Violence,Virgin Islands,2020,2,4,400
Health Care Related,Virgin Islands,2020,0,0,0
IPR/Copyright and Counterfeit,Virgin Islands,2020,0,1,0
Social Media,Virgin Islands,2020,1,5,6850
Identity Theft,Virgin Islands,2020,0,4,36025
Investment,Virgin Islands,2020,0,1,5800
Lottery/Sweepstakes/Inheritance,Virgin Islands,2020,0,1,6000
Malware/Scareware/Virus,Virgin Islands,2020,0,0,0
Misrepresentation,Virgin Islands,2020,0,0,0
No Lead Value,Virgin Islands,2020,1,8,0
Non-payment/Non-Delivery,Virgin Islands,2020,4,18,20820
Other,Virgin Islands,2020,1,1,0
